City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
241,Hearst,CA,2021-11-28 04:09:11,49.6835,-83.6665,18.61,95,98,4.79
242,Santa Maria,BR,2021-11-28 04:02:28,-29.6842,-53.8069,66.81,91,84,7.11
243,Mangrol,IN,2021-11-28 04:09:11,21.1167,70.1167,77.77,52,99,8.25
244,Kudahuvadhoo,MV,2021-11-28 04:09:12,2.6708,72.8944,81.55,71,100,15.95
245,Zhob,PK,2021-11-28 04:09:12,31.3411,69.4481,53.82,27,0,0.92
246,Ngaoundere,CM,2021-11-28 04:09:12,7.3167,13.5833,64.26,32,58,3.11
247,Sept-Iles,CA,2021-11-28 04:09:13,50.2001,-66.3821,36.12,93,75,5.75
248,Nanortalik,GL,2021-11-28 04:09:13,60.1432,-45.2371,42.49,96,100,13.58
249,Sogne,NO,2021-11-28 04:09:13,58.0833,7.8167,30.06,83,100,17.85
250,Serenje,ZM,2021-11-28 04:09:14,-13.2325,30.2352,58.44,86,18,6.17
251,Pervomayskiy,RU,2021-11-28 04:09:14,53.2485,40.2871,35.91,99,100,8.95
252,Tessalit,ML,2021-11-28 04:09:15,20.1986,1.0114,73.18,24,66,3.89
253,Carbonear,CA,2021-11-28 04:09:15,47.7332,-53.2148,48.27,77,100,12.24
254,Pontes E Lacerda,BR,2021-11-28 04:09:15,-15.2261,-59.3353,72.63,91,51,3.29
255,Micheweni,TZ,2021-11-28 04:09:16,-4.9667,39.8333,80.13,78,33,2.95
256,Balkhash,KZ,2021-11-28 04:09:16,46.844,74.9804,18.21,62,0,20.13
257,Vaasa,FI,2021-11-28 04:09:16,63.096,21.6158,1.42,85,20,4.61
258,Santa Rosa,PH,2021-11-28 04:09:17,14.3122,121.1114,77.27,87,100,6.78
259,Manbij,SY,2021-11-28 04:09:17,36.5281,37.9549,52.57,66,100,7.63
260,Cururupu,BR,2021-11-28 04:09:18,-1.8283,-44.8683,76.05,91,57,2.82
261,Lumberton,US,2021-11-28 04:09:18,34.6182,-79.0086,44.87,44,90,6.89
262,Pochinok,RU,2021-11-28 04:09:18,54.4068,32.4407,35.06,87,100,12.41
263,Port-Gentil,GA,2021-11-28 04:09:18,-0.7193,8.7815,78.48,85,100,5.26
264,Shu,KZ,2021-11-28 04:09:19,43.5983,73.7614,33.15,38,0,0.78
265,Neyshabur,IR,2021-11-28 04:09:19,36.2133,58.7958,45.9,54,0,1.72
266,Kovernino,RU,2021-11-28 04:09:19,57.1253,43.8142,32.5,97,100,11.56
267,Kharod,IN,2021-11-28 04:09:20,21.75,82.5667,71.64,39,100,4.83
268,Oleksandrivka,UA,2021-11-28 04:09:20,48.9634,32.2349,41.16,89,4,5.82
269,Walvis Bay,NA,2021-11-28 04:09:20,-22.9575,14.5053,57.11,75,1,6.35
270,Namibe,AO,2021-11-28 04:01:08,-15.1961,12.1522,66.79,77,70,2.24
271,Saint-Gilles,FR,2021-11-28 04:09:21,43.6766,4.4302,42.71,75,0,5.75
272,Nuuk,GL,2021-11-28 04:09:21,64.1835,-51.7216,45.21,87,90,24.16
273,Little Current,CA,2021-11-28 04:10:22,45.9793,-81.9248,17.65,62,87,3.22
274,Pangnirtung,CA,2021-11-28 04:02:34,66.1451,-65.7125,17.08,75,100,7.47
275,Porto Tolle,IT,2021-11-28 04:10:22,44.9497,12.3245,46.42,88,100,6.26
